label,text,answer
2,"Though married 3 times, this author of ""Cheri"" continued to publish under her single maiden name",Colette
3,Little Lady depicted here who wrote the bestselling American novel of the 1850s,"Harriet Beecher Stowe (""Uncle Tom's Cabin"")"
2,The title of this novel by Charles Jackson has become a catch phrase for a major drinking binge,The Lost Weekend
0,In 1869 this state's Rutgers beat Princeton in the first college game,New Jersey
2,Stephen Crane established his reputation with this novel of the Civil War,The Red Badge of Courage
1,"Phil Collins, Ted Nugent & The Fat Boys hit the Sunshine State on this '80s cop show",Miami Vice
3,"In 1935, under U.S. rule, it became a commonwealth with Manuel Quezon as president",the Philippines
4,"Dracula can never see a facula, a large bright patch on this heavenly body",Sun
1,The set for this 1878 work was a reproduction of the quarterdeck of Lord Nelson's flagship,H.M.S. Pinafore
4,"Walter Tevis' first sci-fi novel was ""The Man Who Fell To"" this planet",Earth
3,Tintoretto's goal was to match the colors of this earlier Venetian master,Titian
1,"The title of a Clash song says this happens ""not once, but twice""",Lightning Strikes
2,"The only Oscar winner also to win a Nobel Prize, this European won a 1938 Oscar for adapting his own play",George Bernard Shaw
3,In 1895 this scientist could see right through his wife; he took X-rays of her hand,Wilhelm Roentgen
4,In a rainbow this color appears between blue & violet,Indigo
2,"Mrs. Morel in ""Sons and Lovers"" is based in part on his own mom",D.H. Lawrence
0,The Vikings visited L'Anse aux Meadows in this province,Newfoundland
4,This life stage in the development of an insect occurs between the larva & the imago,the pupa
2,"Explorer ""of Arabia"" who wrote ""Seven Pillars of Wisdom""",T.E. Lawrence
1,"Rodgers & Hammerstein fans who speak German listen to ""Der Konig und Ich"", the Austrian cast CD of this musical",The King and I
3,"Big newsmakers in 1954, Quemoy & this island off of Red China are still held by Taiwan today",Matsu
1,"At the 2002 White House Press Correspondents' Dinner, Pres. Bush told this rocker, ""Mom likes your stuff""",Ozzy Osbourne
1,"A type of flute with 6 finger holes, its main modern use is in drum corps & military bands",Fife
2,"On March 24, 1994 this store held a breakfast to announce the new Truman Capote Literary Trust",Tiffany's
3,A violent public crowd disorder,riot
3,"In 1806 Napoleon established the confederation of this river, a group of states including Baden & Wurttemburg",Rhine
0,"Explorer James Clark Ross named 2 of this continent's volcanoes Erebus & Terror, for his ships",Antarctica
3,In 1870 this country's Isabella II abdicated in favor of her son,Spain
1,"His 1906 musical ""George Washington, Jr."" featured the song ""You're A Grand Old Flag""",George M. Cohan
2,"Reynard, the hero of a popular Medieval epic, was this type of animal",a fox
2,"This doctor has made the rounds with such medical thrillers as ""Coma"", ""Shock"" & ""Toxin""",Robin Cook
3,After the coup d'etat of 18 Brumaire 1799 he became first consul,Napoleon Bonaparte
1,"Going from Salt-N-Pepa to Dr. Pepa, the musician was in the house counseling Janice Dickinson on this VH1 reality show",The Surreal Life
0,"Sharing its name with a seaport in Yemen, this gulf provides a link between the Red Sea & the Arabian Sea",Gulf of Aden
2,"Robert Penn Warren took this novel's title from a line in ""Humpty Dumpty""",All The King's Men
2,"This Rex Stout character loves gardening & gourmet foods, as did Stout",Nero Wolfe
0,This European grand duchy has 2 distinct land regions: the Ardennes & the Bon Pays,Luxembourg
1,"1993's ""Tuesday Night Music Club"" was her debut album",Sheryl Crow
1,Chicago's area for this genre moved from the south side to north side clubs like Kingston Mines,Blues
4,"If you make a house for these flying mammals, mount it at least 15 feet above the ground to attract them",bats
2,"He coined the words ""brillig"", ""slithy"" & ""mimsy"" in ""Jabberwocky""",Lewis Carroll
3,"The ""Anschluss"" was the forced union of Austria with this country in 1938",Germany
3,"Col. Thomas S. Lubbock, who had a city named for him, was a signer of this state's Declaration of Independence",Texas
2,"I sat there with Winston / We sat there, we 2 / But when busted for thoughtcrime / I knew I was through",1984
0,"It's the only body of water with shores on the continents of Asia, Africa & Europe",Mediterranean Sea
3,"In the last week of the John Tyler administration, this republic was offered statehood",Texas
3,"During the 18th century, England gained control over the Miskito Indians in Honduras & this country",Nicaragua
3,"Upon his death in 1725, this Russian czar's second wife, Catherine I, succeeded him",Peter I (Peter the Great)
2,George S. Kaufman helped John Steinbeck turn this work about George & Lennie into a play,Of Mice and Men
2,Principles of Mining,Herbert Hoover
2,This Jane Smiley novel set at an agricultural college shares its title with a cow sound,Moo
4,"This structure seen here, which includes the medulla, transmits information from the spinal cord",brain stem
1,"The labels on his violins bear a Maltese cross & the initials A.S., enclosed within a double circle",Stradivarius
2,"In this allegory, Christian uses a key called Promise to escape from the Doubting Castle",Pilgrims Progress
3,"Around 11:40 P.M. on April 14, 1912 it was traveling at about 21 knots, nearly its top speed; oops",the Titanic
3,This future president graduated cum laude from Harvard in 1940,John F. Kennedy
4,This 8-letter particle named for its lack of charge is being studied by beaming it 450 miles in .0025 seconds,the neutrino
1,"He recorded many of his famous songs like ""I Walk The Line"" within 2 years of his debut on Sun Records",Johnny Cash
4,Authorities generally agree that this founding father created such electrical terms as battery & armature,(Benjamin) Franklin
2,"When this Jane Austen novel begins, Elinor Dashwood, the eldest daughter, is ""only nineteen""",Sense and Sensibility
2,"The first line of a Jane Austen novel tells us this heroine is ""Handsome, Clever, and Rich""",Emma
4,"Base 10 equivalent to the binary number ""11""",3
2,"Sleeping Murder, her last Miss Jane Marple novel, was published posthumously in 1976",Agatha Christie
1,"Her 1985 hit ""Missing You"" was a tribute to Marvin Gaye, with whom she'd sung ""You're a Special Part of Me""",Diana Ross
2,"A scientist tests poison on his own daughter in this American author's 1840s story ""Rappaccini's Daughter""",(Nathaniel) Hawthorne
2,"Archibald MacLeish based his verse play ""J.B."" on this book of the Bible",Job
3,"It was seized by Iranian militants on November 4, 1979 & held for over 400 days",the American embassy
3,"On September 2, 1945 New Zealand Air Marshal Leonard Isitt put the final signature on the document that ended this",World War II
3,"This monument with a 19-foot seated statue was dedicated by President Harding May 30, 1922",Lincoln Memorial
3,"Completed in 1856, California's first railroad ran 22 miles between Sacramento & this prison city",Folsom
3,"This personal guard of Roman emperors consisted of 9 cohorts of 1,000 soldiers each",Praetorian Guard
3,This trade in Africans was long practiced by Arabs but increased with the New World's plantations,Slavery
0,This country consists of a Muslim-Croat federation & a Serb republic,Bosnia
3,"Once the Canadian Pacific Railway reached this Alberta city in 1883, Settlers began a ""stampede"" to live there",Calgary
4,It's the branch of physics that deals with light & vision,Optics
3,"In 1787 Patrick Henry refused to go to this convention; it's said that he ""smelt a rat""",the Constitutional Convention
4,All 5 elements of the salt-producing halogen group end in these 3 letters (one element purifies drinking water),#NAME?
2,This James Joyce work is a dream sequence in the minds of the Earwicker family,Finnegans Wake
1,"About the size of a violin, a crwth is an ancient bowed stringed instrument of this country",Wales
1,Bebe Neuwirth won a 1997 Tony for playing a homicidal hussy named Velma in this musical revival,Chicago
1,Hagar's nightclothes,Sammy's jammies
2,Edgar Allan's sorrows,Poe's woes
1,"She sang ""Better Be Good To Me"" in 1984, a few years after she broke up with Ike",Tina Turner
3,"Aristotle called him the ""Savior of his country and the ideal lawgiver""",Solon
2,This Kipling orphan's father was a sergeant in an Irish regiment in the Punjab,Kim
1,"Carmina Burana means ""Songs of Beuern"", a reference to the monastery of Benedikbeuern in this country",Germany
2,"From 1846 to 1849, he was surveyor of the port of Salem, Mass.",Nathaniel Hawthorne
1,"You'll journey to this ""hall"" in the Grieg work heard here", The Hall of the Mountain King
2,"In 1996 this ""Howl"" poet released a CD called ""The Ballad of the Skeletons""",Allen Ginsberg
2,"In an 1896 sequel, this Mark Twain title character turned ""Detective""",Tom Sawyer
4,In 1585 Dutch mathematician Simon Stevin first converted fractions to this format,decimals
1,"A Navy FAQ on this area says its generally accepted apexes are Miami, Bermuda & San Juan, Puerto Rico",the Bermuda Triangle
3,1 of 2 presidents who appointed Eleanor Roosevelt as a delegate to the U.N.,Truman & Kennedy
1,"The instrument (violin) that's seen here, just before it was auctioned off for $1.3 million, was made by him",Stradivarius
4,"Silver iodide & silver bromide are sensitive to this, hence their use in photography",light
2,"He tells you all about Fern, Wilbur & a certain spider when he reads his own ""Charlotte's Web""",E.B. White
3,In January 1995 he became probably the only singer with a No. 1 record to serve in Congress,Sonny Bono
4,"Traveling 1 astronomical unit from the sun, you should just reach this planet",Earth
0,"This southern Greek peninsula was once called Morea, or ""mulberry"", for its mulberry-leaf shape",the Peloponnesus
2,"Britannica says her 1852 novel helped ""solidify both pro- and antislavery sentiment""",Harriet Beecher Stowe
1,"This composer became a British subject in 1726 & anglicized his name, losing the umlaut",(George Frideric) Handel
4,In a month an observer can see 59% of this heavenly body's surface,Moon
1,"She sang her hit song ""Think"" in 1980's ""The Blues Brothers Movie""",Aretha Franklin
3,"Richard Nixon in a 1952 address: ""Regardless of what they say about it, we're gonna keep"" this cocker spaniel",Checkers
4,"Spanning about 35 degrees in the southern sky, the Gum Nebula is a large remnant of one of these explosions",supernova
4,"Next in length on the scale of geological time: age, epoch, period, era...",eon
2,"This novel begins, ""My father's family name being Pirrip, and my Christian name Philip...""",Great Expectations
1,This Rhode Island city known for its jazz festivals also has festivals for folk music & rhythm & blues,Newport
